country,subregion,date,lat,long,confirmed,dead,recovered,new_cases,daily_dead
China,Hunan,2020-04-07,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-08,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-09,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-10,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-11,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-12,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-13,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-14,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-15,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-16,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-17,27.6104,111.7088,1019,4,1014,0,0
China,Hunan,2020-04-18,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-19,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-20,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-21,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-22,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-23,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-24,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-25,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-26,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-27,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-28,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-29,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-04-30,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-01,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-02,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-03,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-04,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-05,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-06,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-07,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-08,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-09,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-10,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-11,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-12,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-13,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-14,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-15,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-16,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-17,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-18,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-19,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-20,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-21,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-22,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-23,27.6104,111.7088,1019,4,1015,0,0
China,Hunan,2020-05-24,27.6104,111.7088,1019,4,1015,0,0
China,Inner Mongolia,2020-01-22,44.0935,113.9448,0,0,0,NA,NA
China,Inner Mongolia,2020-01-23,44.0935,113.9448,0,0,0,0,0
China,Inner Mongolia,2020-01-24,44.0935,113.9448,1,0,0,1,0
China,Inner Mongolia,2020-01-25,44.0935,113.9448,7,0,0,6,0
China,Inner Mongolia,2020-01-26,44.0935,113.9448,7,0,0,0,0
China,Inner Mongolia,2020-01-27,44.0935,113.9448,11,0,0,4,0
China,Inner Mongolia,2020-01-28,44.0935,113.9448,15,0,0,4,0
China,Inner Mongolia,2020-01-29,44.0935,113.9448,16,0,0,1,0
China,Inner Mongolia,2020-01-30,44.0935,113.9448,19,0,0,3,0
China,Inner Mongolia,2020-01-31,44.0935,113.9448,20,0,1,1,0
China,Inner Mongolia,2020-02-01,44.0935,113.9448,23,0,1,3,0
China,Inner Mongolia,2020-02-02,44.0935,113.9448,27,0,1,4,0
China,Inner Mongolia,2020-02-03,44.0935,113.9448,34,0,1,7,0
China,Inner Mongolia,2020-02-04,44.0935,113.9448,35,0,1,1,0
China,Inner Mongolia,2020-02-05,44.0935,113.9448,42,0,3,7,0
China,Inner Mongolia,2020-02-06,44.0935,113.9448,46,0,4,4,0
China,Inner Mongolia,2020-02-07,44.0935,113.9448,50,0,5,4,0
China,Inner Mongolia,2020-02-08,44.0935,113.9448,52,0,5,2,0
China,Inner Mongolia,2020-02-09,44.0935,113.9448,54,0,5,2,0
China,Inner Mongolia,2020-02-10,44.0935,113.9448,58,0,5,4,0
China,Inner Mongolia,2020-02-11,44.0935,113.9448,58,0,5,0,0
China,Inner Mongolia,2020-02-12,44.0935,113.9448,60,0,6,2,0
China,Inner Mongolia,2020-02-13,44.0935,113.9448,61,0,6,1,0
China,Inner Mongolia,2020-02-14,44.0935,113.9448,65,0,6,4,0
China,Inner Mongolia,2020-02-15,44.0935,113.9448,68,0,7,3,0
China,Inner Mongolia,2020-02-16,44.0935,113.9448,70,0,8,2,0
China,Inner Mongolia,2020-02-17,44.0935,113.9448,72,0,8,2,0
China,Inner Mongolia,2020-02-18,44.0935,113.9448,73,0,8,1,0
China,Inner Mongolia,2020-02-19,44.0935,113.9448,75,0,10,2,0
China,Inner Mongolia,2020-02-20,44.0935,113.9448,75,0,16,0,0
China,Inner Mongolia,2020-02-21,44.0935,113.9448,75,0,17,0,0
China,Inner Mongolia,2020-02-22,44.0935,113.9448,75,0,26,0,0
China,Inner Mongolia,2020-02-23,44.0935,113.9448,75,0,27,0,0
China,Inner Mongolia,2020-02-24,44.0935,113.9448,75,0,34,0,0
China,Inner Mongolia,2020-02-25,44.0935,113.9448,75,0,35,0,0
China,Inner Mongolia,2020-02-26,44.0935,113.9448,75,0,38,0,0
China,Inner Mongolia,2020-02-27,44.0935,113.9448,75,0,43,0,0
China,Inner Mongolia,2020-02-28,44.0935,113.9448,75,0,45,0,0
China,Inner Mongolia,2020-02-29,44.0935,113.9448,75,0,49,0,0
China,Inner Mongolia,2020-03-01,44.0935,113.9448,75,0,52,0,0
China,Inner Mongolia,2020-03-02,44.0935,113.9448,75,0,54,0,0
China,Inner Mongolia,2020-03-03,44.0935,113.9448,75,1,59,0,1
China,Inner Mongolia,2020-03-04,44.0935,113.9448,75,1,63,0,0
China,Inner Mongolia,2020-03-05,44.0935,113.9448,75,1,65,0,0
China,Inner Mongolia,2020-03-06,44.0935,113.9448,75,1,65,0,0
China,Inner Mongolia,2020-03-07,44.0935,113.9448,75,1,67,0,0
China,Inner Mongolia,2020-03-08,44.0935,113.9448,75,1,70,0,0
China,Inner Mongolia,2020-03-09,44.0935,113.9448,75,1,70,0,0
China,Inner Mongolia,2020-03-10,44.0935,113.9448,75,1,70,0,0
China,Inner Mongolia,2020-03-11,44.0935,113.9448,75,1,71,0,0
China,Inner Mongolia,2020-03-12,44.0935,113.9448,75,1,71,0,0
China,Inner Mongolia,2020-03-13,44.0935,113.9448,75,1,71,0,0
China,Inner Mongolia,2020-03-14,44.0935,113.9448,75,1,71,0,0
China,Inner Mongolia,2020-03-15,44.0935,113.9448,75,1,71,0,0
China,Inner Mongolia,2020-03-16,44.0935,113.9448,75,1,73,0,0
China,Inner Mongolia,2020-03-17,44.0935,113.9448,75,1,73,0,0
China,Inner Mongolia,2020-03-18,44.0935,113.9448,75,1,73,0,0
China,Inner Mongolia,2020-03-19,44.0935,113.9448,75,1,74,0,0
China,Inner Mongolia,2020-03-20,44.0935,113.9448,75,1,74,0,0
China,Inner Mongolia,2020-03-21,44.0935,113.9448,75,1,74,0,0
China,Inner Mongolia,2020-03-22,44.0935,113.9448,75,1,74,0,0
China,Inner Mongolia,2020-03-23,44.0935,113.9448,75,1,74,0,0
China,Inner Mongolia,2020-03-24,44.0935,113.9448,75,1,74,0,0
China,Inner Mongolia,2020-03-25,44.0935,113.9448,77,1,74,2,0
China,Inner Mongolia,2020-03-26,44.0935,113.9448,89,1,74,12,0
China,Inner Mongolia,2020-03-27,44.0935,113.9448,92,1,74,3,0
China,Inner Mongolia,2020-03-28,44.0935,113.9448,94,1,74,2,0
China,Inner Mongolia,2020-03-29,44.0935,113.9448,95,1,74,1,0
China,Inner Mongolia,2020-03-30,44.0935,113.9448,97,1,74,2,0
China,Inner Mongolia,2020-03-31,44.0935,113.9448,107,1,74,10,0
China,Inner Mongolia,2020-04-01,44.0935,113.9448,111,1,74,4,0
China,Inner Mongolia,2020-04-02,44.0935,113.9448,117,1,74,6,0
China,Inner Mongolia,2020-04-03,44.0935,113.9448,117,1,74,0,0
China,Inner Mongolia,2020-04-04,44.0935,113.9448,117,1,74,0,0
China,Inner Mongolia,2020-04-05,44.0935,113.9448,117,1,74,0,0
China,Inner Mongolia,2020-04-06,44.0935,113.9448,118,1,74,1,0
China,Inner Mongolia,2020-04-07,44.0935,113.9448,121,1,74,3,0
China,Inner Mongolia,2020-04-08,44.0935,113.9448,124,1,74,3,0
China,Inner Mongolia,2020-04-09,44.0935,113.9448,126,1,79,2,0
China,Inner Mongolia,2020-04-10,44.0935,113.9448,128,1,79,2,0
China,Inner Mongolia,2020-04-11,44.0935,113.9448,155,1,79,27,0
China,Inner Mongolia,2020-04-12,44.0935,113.9448,189,1,83,34,0
China,Inner Mongolia,2020-04-13,44.0935,113.9448,190,1,83,1,0
China,Inner Mongolia,2020-04-14,44.0935,113.9448,190,1,91,0,0
China,Inner Mongolia,2020-04-15,44.0935,113.9448,190,1,94,0,0
China,Inner Mongolia,2020-04-16,44.0935,113.9448,193,1,94,3,0
China,Inner Mongolia,2020-04-17,44.0935,113.9448,193,1,103,0,0
China,Inner Mongolia,2020-04-18,44.0935,113.9448,193,1,104,0,0
China,Inner Mongolia,2020-04-19,44.0935,113.9448,193,1,104,0,0
China,Inner Mongolia,2020-04-20,44.0935,113.9448,194,1,104,1,0
China,Inner Mongolia,2020-04-21,44.0935,113.9448,194,1,108,0,0
China,Inner Mongolia,2020-04-22,44.0935,113.9448,194,1,108,0,0
China,Inner Mongolia,2020-04-23,44.0935,113.9448,194,1,108,0,0
China,Inner Mongolia,2020-04-24,44.0935,113.9448,197,1,114,3,0
China,Inner Mongolia,2020-04-25,44.0935,113.9448,198,1,121,1,0
China,Inner Mongolia,2020-04-26,44.0935,113.9448,198,1,129,0,0
China,Inner Mongolia,2020-04-27,44.0935,113.9448,199,1,145,1,0
China,Inner Mongolia,2020-04-28,44.0935,113.9448,199,1,146,0,0
China,Inner Mongolia,2020-04-29,44.0935,113.9448,200,1,150,1,0
China,Inner Mongolia,2020-04-30,44.0935,113.9448,201,1,152,1,0
China,Inner Mongolia,2020-05-01,44.0935,113.9448,201,1,154,0,0
China,Inner Mongolia,2020-05-02,44.0935,113.9448,201,1,154,0,0
China,Inner Mongolia,2020-05-03,44.0935,113.9448,201,1,156,0,0
China,Inner Mongolia,2020-05-04,44.0935,113.9448,201,1,160,0,0
China,Inner Mongolia,2020-05-05,44.0935,113.9448,201,1,167,0,0
China,Inner Mongolia,2020-05-06,44.0935,113.9448,201,1,171,0,0
China,Inner Mongolia,2020-05-07,44.0935,113.9448,201,1,172,0,0
China,Inner Mongolia,2020-05-08,44.0935,113.9448,201,1,172,0,0
China,Inner Mongolia,2020-05-09,44.0935,113.9448,201,1,184,0,0
China,Inner Mongolia,2020-05-10,44.0935,113.9448,208,1,187,7,0
China,Inner Mongolia,2020-05-11,44.0935,113.9448,209,1,188,1,0
China,Inner Mongolia,2020-05-12,44.0935,113.9448,209,1,190,0,0
China,Inner Mongolia,2020-05-13,44.0935,113.9448,209,1,190,0,0
China,Inner Mongolia,2020-05-14,44.0935,113.9448,209,1,194,0,0
China,Inner Mongolia,2020-05-15,44.0935,113.9448,209,1,196,0,0
China,Inner Mongolia,2020-05-16,44.0935,113.9448,209,1,196,0,0
China,Inner Mongolia,2020-05-17,44.0935,113.9448,213,1,196,4,0
China,Inner Mongolia,2020-05-18,44.0935,113.9448,216,1,196,3,0
China,Inner Mongolia,2020-05-19,44.0935,113.9448,216,1,196,0,0
China,Inner Mongolia,2020-05-20,44.0935,113.9448,216,1,196,0,0
China,Inner Mongolia,2020-05-21,44.0935,113.9448,216,1,196,0,0
China,Inner Mongolia,2020-05-22,44.0935,113.9448,217,1,199,1,0
China,Inner Mongolia,2020-05-23,44.0935,113.9448,217,1,199,0,0
China,Inner Mongolia,2020-05-24,44.0935,113.9448,227,1,201,10,0
China,Jiangsu,2020-01-22,32.9711,119.455,1,0,0,NA,NA
China,Jiangsu,2020-01-23,32.9711,119.455,5,0,0,4,0
China,Jiangsu,2020-01-24,32.9711,119.455,9,0,0,4,0
China,Jiangsu,2020-01-25,32.9711,119.455,18,0,1,9,0
China,Jiangsu,2020-01-26,32.9711,119.455,33,0,1,15,0
China,Jiangsu,2020-01-27,32.9711,119.455,47,0,1,14,0
China,Jiangsu,2020-01-28,32.9711,119.455,70,0,1,23,0
China,Jiangsu,2020-01-29,32.9711,119.455,99,0,1,29,0
China,Jiangsu,2020-01-30,32.9711,119.455,129,0,1,30,0
China,Jiangsu,2020-01-31,32.9711,119.455,168,0,5,39,0
China,Jiangsu,2020-02-01,32.9711,119.455,202,0,6,34,0
China,Jiangsu,2020-02-02,32.9711,119.455,236,0,7,34,0
China,Jiangsu,2020-02-03,32.9711,119.455,271,0,8,35,0
China,Jiangsu,2020-02-04,32.9711,119.455,308,0,12,37,0
China,Jiangsu,2020-02-05,32.9711,119.455,341,0,23,33,0
China,Jiangsu,2020-02-06,32.9711,119.455,373,0,34,32,0
China,Jiangsu,2020-02-07,32.9711,119.455,408,0,43,35,0
China,Jiangsu,2020-02-08,32.9711,119.455,439,0,51,31,0
China,Jiangsu,2020-02-09,32.9711,119.455,468,0,71,29,0
China,Jiangsu,2020-02-10,32.9711,119.455,492,0,81,24,0
China,Jiangsu,2020-02-11,32.9711,119.455,515,0,93,23,0
China,Jiangsu,2020-02-12,32.9711,119.455,543,0,125,28,0
China,Jiangsu,2020-02-13,32.9711,119.455,570,0,139,27,0
China,Jiangsu,2020-02-14,32.9711,119.455,593,0,157,23,0
China,Jiangsu,2020-02-15,32.9711,119.455,604,0,186,11,0
China,Jiangsu,2020-02-16,32.9711,119.455,617,0,218,13,0
China,Jiangsu,2020-02-17,32.9711,119.455,626,0,258,9,0
China,Jiangsu,2020-02-18,32.9711,119.455,629,0,280,3,0
China,Jiangsu,2020-02-19,32.9711,119.455,631,0,318,2,0
China,Jiangsu,2020-02-20,32.9711,119.455,631,0,356,0,0
China,Jiangsu,2020-02-21,32.9711,119.455,631,0,373,0,0
China,Jiangsu,2020-02-22,32.9711,119.455,631,0,401,0,0
China,Jiangsu,2020-02-23,32.9711,119.455,631,0,418,0,0
China,Jiangsu,2020-02-24,32.9711,119.455,631,0,452,0,0
China,Jiangsu,2020-02-25,32.9711,119.455,631,0,458,0,0
China,Jiangsu,2020-02-26,32.9711,119.455,631,0,478,0,0
China,Jiangsu,2020-02-27,32.9711,119.455,631,0,498,0,0
China,Jiangsu,2020-02-28,32.9711,119.455,631,0,515,0,0
China,Jiangsu,2020-02-29,32.9711,119.455,631,0,523,0,0
China,Jiangsu,2020-03-01,32.9711,119.455,631,0,536,0,0
China,Jiangsu,2020-03-02,32.9711,119.455,631,0,543,0,0
China,Jiangsu,2020-03-03,32.9711,119.455,631,0,562,0,0
China,Jiangsu,2020-03-04,32.9711,119.455,631,0,577,0,0
China,Jiangsu,2020-03-05,32.9711,119.455,631,0,583,0,0
China,Jiangsu,2020-03-06,32.9711,119.455,631,0,594,0,0
China,Jiangsu,2020-03-07,32.9711,119.455,631,0,606,0,0
China,Jiangsu,2020-03-08,32.9711,119.455,631,0,612,0,0
China,Jiangsu,2020-03-09,32.9711,119.455,631,0,621,0,0
China,Jiangsu,2020-03-10,32.9711,119.455,631,0,627,0,0
China,Jiangsu,2020-03-11,32.9711,119.455,631,0,627,0,0
China,Jiangsu,2020-03-12,32.9711,119.455,631,0,629,0,0
China,Jiangsu,2020-03-13,32.9711,119.455,631,0,630,0,0
China,Jiangsu,2020-03-14,32.9711,119.455,631,0,630,0,0
China,Jiangsu,2020-03-15,32.9711,119.455,631,0,631,0,0
China,Jiangsu,2020-03-16,32.9711,119.455,631,0,631,0,0
China,Jiangsu,2020-03-17,32.9711,119.455,631,0,631,0,0
China,Jiangsu,2020-03-18,32.9711,119.455,631,0,631,0,0
China,Jiangsu,2020-03-19,32.9711,119.455,631,0,631,0,0
China,Jiangsu,2020-03-20,32.9711,119.455,631,0,631,0,0
China,Jiangsu,2020-03-21,32.9711,119.455,631,0,631,0,0
China,Jiangsu,2020-03-22,32.9711,119.455,633,0,631,2,0
China,Jiangsu,2020-03-23,32.9711,119.455,633,0,631,0,0
China,Jiangsu,2020-03-24,32.9711,119.455,636,0,631,3,0
China,Jiangsu,2020-03-25,32.9711,119.455,638,0,631,2,0
China,Jiangsu,2020-03-26,32.9711,119.455,640,0,631,2,0
China,Jiangsu,2020-03-27,32.9711,119.455,641,0,631,1,0
China,Jiangsu,2020-03-28,32.9711,119.455,641,0,631,0,0
China,Jiangsu,2020-03-29,32.9711,119.455,644,0,631,3,0
China,Jiangsu,2020-03-30,32.9711,119.455,645,0,631,1,0
China,Jiangsu,2020-03-31,32.9711,119.455,646,0,631,1,0
China,Jiangsu,2020-04-01,32.9711,119.455,646,0,631,0,0
China,Jiangsu,2020-04-02,32.9711,119.455,647,0,631,1,0
China,Jiangsu,2020-04-03,32.9711,119.455,651,0,632,4,0
China,Jiangsu,2020-04-04,32.9711,119.455,651,0,632,0,0
China,Jiangsu,2020-04-05,32.9711,119.455,651,0,633,0,0
China,Jiangsu,2020-04-06,32.9711,119.455,651,0,633,0,0
China,Jiangsu,2020-04-07,32.9711,119.455,651,0,633,0,0
China,Jiangsu,2020-04-08,32.9711,119.455,651,0,633,0,0
China,Jiangsu,2020-04-09,32.9711,119.455,651,0,633,0,0
China,Jiangsu,2020-04-10,32.9711,119.455,651,0,634,0,0
China,Jiangsu,2020-04-11,32.9711,119.455,652,0,636,1,0
China,Jiangsu,2020-04-12,32.9711,119.455,653,0,638,1,0
China,Jiangsu,2020-04-13,32.9711,119.455,653,0,638,0,0
China,Jiangsu,2020-04-14,32.9711,119.455,653,0,641,0,0
China,Jiangsu,2020-04-15,32.9711,119.455,653,0,642,0,0
China,Jiangsu,2020-04-16,32.9711,119.455,653,0,642,0,0
China,Jiangsu,2020-04-17,32.9711,119.455,653,0,643,0,0
China,Jiangsu,2020-04-18,32.9711,119.455,653,0,643,0,0
China,Jiangsu,2020-04-19,32.9711,119.455,653,0,643,0,0
China,Jiangsu,2020-04-20,32.9711,119.455,653,0,643,0,0
China,Jiangsu,2020-04-21,32.9711,119.455,653,0,644,0,0
China,Jiangsu,2020-04-22,32.9711,119.455,653,0,645,0,0
China,Jiangsu,2020-04-23,32.9711,119.455,653,0,646,0,0
China,Jiangsu,2020-04-24,32.9711,119.455,653,0,646,0,0
China,Jiangsu,2020-04-25,32.9711,119.455,653,0,646,0,0
China,Jiangsu,2020-04-26,32.9711,119.455,653,0,646,0,0
China,Jiangsu,2020-04-27,32.9711,119.455,653,0,646,0,0
China,Jiangsu,2020-04-28,32.9711,119.455,653,0,647,0,0
China,Jiangsu,2020-04-29,32.9711,119.455,653,0,648,0,0
China,Jiangsu,2020-04-30,32.9711,119.455,653,0,650,0,0
China,Jiangsu,2020-05-01,32.9711,119.455,653,0,650,0,0
China,Jiangsu,2020-05-02,32.9711,119.455,653,0,650,0,0
China,Jiangsu,2020-05-03,32.9711,119.455,653,0,650,0,0
China,Jiangsu,2020-05-04,32.9711,119.455,653,0,650,0,0
China,Jiangsu,2020-05-05,32.9711,119.455,653,0,650,0,0
China,Jiangsu,2020-05-06,32.9711,119.455,653,0,651,0,0
China,Jiangsu,2020-05-07,32.9711,119.455,653,0,652,0,0
China,Jiangsu,2020-05-08,32.9711,119.455,653,0,652,0,0
China,Jiangsu,2020-05-09,32.9711,119.455,653,0,652,0,0
China,Jiangsu,2020-05-10,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-11,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-12,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-13,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-14,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-15,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-16,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-17,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-18,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-19,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-20,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-21,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-22,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-23,32.9711,119.455,653,0,653,0,0
China,Jiangsu,2020-05-24,32.9711,119.455,653,0,653,0,0
China,Jiangxi,2020-01-22,27.614,115.7221,2,0,0,NA,NA
China,Jiangxi,2020-01-23,27.614,115.7221,7,0,0,5,0
China,Jiangxi,2020-01-24,27.614,115.7221,18,0,0,11,0
China,Jiangxi,2020-01-25,27.614,115.7221,18,0,0,0,0
China,Jiangxi,2020-01-26,27.614,115.7221,36,0,0,18,0
China,Jiangxi,2020-01-27,27.614,115.7221,72,0,2,36,0
China,Jiangxi,2020-01-28,27.614,115.7221,109,0,3,37,0
China,Jiangxi,2020-01-29,27.614,115.7221,109,0,3,0,0
China,Jiangxi,2020-01-30,27.614,115.7221,162,0,5,53,0
China,Jiangxi,2020-01-31,27.614,115.7221,240,0,7,78,0
China,Jiangxi,2020-02-01,27.614,115.7221,286,0,9,46,0
China,Jiangxi,2020-02-02,27.614,115.7221,333,0,12,47,0
China,Jiangxi,2020-02-03,27.614,115.7221,391,0,18,58,0
China,Jiangxi,2020-02-04,27.614,115.7221,476,0,20,85,0
China,Jiangxi,2020-02-05,27.614,115.7221,548,0,27,72,0
China,Jiangxi,2020-02-06,27.614,115.7221,600,0,37,52,0
China,Jiangxi,2020-02-07,27.614,115.7221,661,0,45,61,0
China,Jiangxi,2020-02-08,27.614,115.7221,698,0,55,37,0
China,Jiangxi,2020-02-09,27.614,115.7221,740,0,73,42,0
China,Jiangxi,2020-02-10,27.614,115.7221,771,1,105,31,1
China,Jiangxi,2020-02-11,27.614,115.7221,804,1,128,33,0
China,Jiangxi,2020-02-12,27.614,115.7221,844,1,152,40,0
China,Jiangxi,2020-02-13,27.614,115.7221,872,1,170,28,0
China,Jiangxi,2020-02-14,27.614,115.7221,900,1,187,28,0
China,Jiangxi,2020-02-15,27.614,115.7221,913,1,210,13,0
China,Jiangxi,2020-02-16,27.614,115.7221,925,1,240,12,0
China,Jiangxi,2020-02-17,27.614,115.7221,930,1,275,5,0
China,Jiangxi,2020-02-18,27.614,115.7221,933,1,310,3,0
China,Jiangxi,2020-02-19,27.614,115.7221,934,1,362,1,0
China,Jiangxi,2020-02-20,27.614,115.7221,934,1,433,0,0
China,Jiangxi,2020-02-21,27.614,115.7221,934,1,489,0,0
China,Jiangxi,2020-02-22,27.614,115.7221,934,1,555,0,0
China,Jiangxi,2020-02-23,27.614,115.7221,934,1,613,0,0
China,Jiangxi,2020-02-24,27.614,115.7221,934,1,645,0,0
China,Jiangxi,2020-02-25,27.614,115.7221,934,1,683,0,0
China,Jiangxi,2020-02-26,27.614,115.7221,934,1,719,0,0
China,Jiangxi,2020-02-27,27.614,115.7221,934,1,754,0,0
China,Jiangxi,2020-02-28,27.614,115.7221,935,1,790,1,0
China,Jiangxi,2020-02-29,27.614,115.7221,935,1,811,0,0
China,Jiangxi,2020-03-01,27.614,115.7221,935,1,831,0,0
China,Jiangxi,2020-03-02,27.614,115.7221,935,1,850,0,0
China,Jiangxi,2020-03-03,27.614,115.7221,935,1,870,0,0
China,Jiangxi,2020-03-04,27.614,115.7221,935,1,884,0,0
China,Jiangxi,2020-03-05,27.614,115.7221,935,1,901,0,0
China,Jiangxi,2020-03-06,27.614,115.7221,935,1,909,0,0
China,Jiangxi,2020-03-07,27.614,115.7221,935,1,916,0,0
China,Jiangxi,2020-03-08,27.614,115.7221,935,1,919,0,0
China,Jiangxi,2020-03-09,27.614,115.7221,935,1,923,0,0
China,Jiangxi,2020-03-10,27.614,115.7221,935,1,927,0,0
China,Jiangxi,2020-03-11,27.614,115.7221,935,1,932,0,0
China,Jiangxi,2020-03-12,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-13,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-14,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-15,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-16,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-17,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-18,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-19,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-20,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-21,27.614,115.7221,935,1,934,0,0
China,Jiangxi,2020-03-22,27.614,115.7221,936,1,934,1,0
China,Jiangxi,2020-03-23,27.614,115.7221,936,1,934,0,0
China,Jiangxi,2020-03-24,27.614,115.7221,936,1,934,0,0
China,Jiangxi,2020-03-25,27.614,115.7221,936,1,934,0,0
China,Jiangxi,2020-03-26,27.614,115.7221,936,1,934,0,0
China,Jiangxi,2020-03-27,27.614,115.7221,936,1,934,0,0
China,Jiangxi,2020-03-28,27.614,115.7221,936,1,934,0,0
China,Jiangxi,2020-03-29,27.614,115.7221,937,1,934,1,0
China,Jiangxi,2020-03-30,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-03-31,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-01,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-02,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-03,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-04,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-05,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-06,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-07,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-08,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-09,27.614,115.7221,937,1,935,0,0
China,Jiangxi,2020-04-10,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-11,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-12,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-13,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-14,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-15,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-16,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-17,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-18,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-19,27.614,115.7221,937,1,936,0,0
China,Jiangxi,2020-04-20,27.614,115.7221,937,1,936,0,0
